Meet|City|Country|Course|Event ID|Distance|Stroke|Round|Gender|Firstname|Lastname|Birthyear|Height cm|Weight Kg|BMI|Speed / Kg|Speed m/s|Time
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|128|200|BREAST|FIN|M|Kirill|PRIGODA|1995|193.0|87.0|23.356332|0.018785|1.634254|122.38
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|128|200|BREAST|FIN|M|Yuta|OSHIKIRI|1993|171.0|66.0|22.571048|0.024225|1.598849|125.09
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|128|200|BREAST|FIN|M|Yasuhiro|KOSEKI|1992|188.0|84.0|23.76641|0.019444|1.63332|122.45
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|128|200|BREAST|FIN|M|Marco|KOCH|1990|185.0|83.0|24.251278|0.019766|1.640555|121.91
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|128|200|BREAST|FIN|M|Tomas|KLOBUCNIK|1990|185.0|88.0|25.712199|0.018286|1.60914|124.29
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Ren-Hau|WEN|1998|177.0|63.0|20.109164|0.024384|1.536216|260.38
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Benjamin|GRATZ|1996|185.0|76.0|22.20599|0.021175|1.609334|248.55
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Semen|MAKOVICH|1995|180.0|76.0|23.45679|0.021368|1.62397|246.31
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Kosuke|HAGINO|1994|177.0|71.0|22.662709|0.023268|1.652005|242.13
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Daiya|SETO|1994|174.0|75.0|24.772097|0.021882|1.64116|243.73
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Michael|WEISS|1991|190.0|83.0|22.99169|0.019474|1.616358|247.47
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Travis|MAHONEY|1990|190.0|81.0|22.437673|0.01958|1.58598|252.21
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|David|VERRASZTO|1988|180.0|76.0|23.45679|0.021662|1.646294|242.97
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Diogo|CARVALHO|1988|184.0|75.0|22.152647|0.021533|1.614987|247.68
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|13|400|MEDLEY|PRE|M|Gal|NEVO|1987|180.0|80.0|24.691358|0.020279|1.622323|246.56
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|131|50|BACK|FIN|F|Simona|BAUMRTOVA|1991|176.0|66.0|21.306818|0.028718|1.895375|26.38
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|131|50|BACK|FIN|F|Aleksandra|URBANCZYK|1987|172.0|64.0|21.633315|0.029626|1.896094|26.37
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|132|100|FREE|FIN|M|Cameron|MCEVOY|1994|185.0|75.0|21.913806|0.028576|2.143163|46.66
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|132|100|FREE|FIN|M|Shinri|SHIOURA|1991|188.0|90.0|25.464011|0.023451|2.110595|47.38
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|132|100|FREE|FIN|M|Pieter|TIMMERS|1988|200.0|89.0|22.25|0.023957|2.132196|46.9
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|133|50|FREE|FIN|F|Bronte|CAMPBELL|1994|179.0|58.0|18.101807|0.036497|2.11685|23.62
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|133|50|FREE|FIN|F|Ranomi|KROMOWIDJOJO|1990|180.0|72.0|22.222222|0.029779|2.144082|23.32
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|133|50|FREE|FIN|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.030817|2.095557|23.86
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|133|50|FREE|FIN|F|Erika|FERRAIOLI|1986|180.0|65.0|20.061728|0.031932|2.07555|24.09
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|133|50|FREE|FIN|F|Inge|DEKKER|1985|183.0|67.0|20.006569|0.031069|2.081599|24.02
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|134|100|MEDLEY|FIN|M|Kosuke|HAGINO|1994|177.0|71.0|22.662709|0.027455|1.949318|51.3
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|134|100|MEDLEY|FIN|M|Vladimir|MOROZOV|1992|185.0|83.0|24.251278|0.023712|1.968117|50.81
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|134|100|MEDLEY|FIN|M|Takuro|FUJII|1985|184.0|82.0|24.220227|0.023335|1.913509|52.26
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|135|100|FLY|FIN|F|Sarah|SJOSTROM|1993|182.0|75.0|22.642193|0.024416|1.831166|54.61
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|135|100|FLY|FIN|F|Kimberly|BUYS|1989|187.0|75.0|21.447568|0.023466|1.759944|56.82
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|135|100|FLY|FIN|F|Ying|LU|1989|175.0|65.0|21.22449|0.027845|1.809955|55.25
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|135|100|FLY|FIN|F|Jeanette|OTTESEN|1987|180.0|72.0|22.222222|0.025106|1.807664|55.32
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|135|100|FLY|FIN|F|Inge|DEKKER|1985|183.0|67.0|20.006569|0.026463|1.77305|56.4
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|136|200|MEDLEY|FIN|F|Siobhan-Marie|OCONNOR|1995|173.0|64.0|21.383942|0.024827|1.588941|125.87
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|136|200|MEDLEY|FIN|F|Sakiko|SHIMIZU|1992|156.0|50.0|20.545694|0.031092|1.554606|128.65
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|136|200|MEDLEY|FIN|F|Melanie|MARGALIS|1991|173.0|65.0|21.718066|0.024289|1.578781|126.68
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|136|200|MEDLEY|FIN|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.02189|1.576044|126.9
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|136|200|MEDLEY|FIN|F|Hannah|MILEY|1989|165.0|53.0|19.467401|0.029751|1.57679|126.84
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|136|200|MEDLEY|FIN|F|Evelin|VERRASZTO|1989|174.0|60.0|19.817677|0.026236|1.574183|127.05
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|137|50|BREAST|FIN|M|Kirill|PRIGODA|1995|193.0|87.0|23.356332|0.021911|1.906214|26.23
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|137|50|BREAST|FIN|M|Adam|PEATY|1994|191.0|85.0|23.2998|0.022738|1.932741|25.87
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|137|50|BREAST|FIN|M|Cameron|VAN DER BURGH|1988|185.0|85.0|24.835646|0.022738|1.932741|25.87
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|137|50|BREAST|FIN|M|Damir|DUGONJIC|1988|202.0|105.0|25.732771|0.018294|1.920861|26.03
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|137|50|BREAST|FIN|M|Joao|GOMES JUNIOR|1986|190.0|88.0|24.376731|0.02153|1.894657|26.39
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Samantha|ROBERTS|2000|171.0|55.0|18.809206|0.030333|1.668335|29.97
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Kimiko|RAHEEM|1999|165.0|51.0|18.732782|0.032218|1.643115|30.43
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Sezin|ELIGUL|1999|173.0|54.0|18.042701|0.033731|1.821494|27.45
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Amarah|PHILLIP|1998|164.0|50.0|18.590125|0.032457|1.62285|30.81
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Lucie|SVECENA|1997|175.0|60.0|19.591837|0.031317|1.878993|26.61
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Oreoluwa|CHEREBIN|1997|150.0|54.0|24.0|0.030772|1.661682|30.09
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Dirngulbai|MISECH|1997|153.0|69.0|29.475843|0.022352|1.542258|32.42
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Nastja|GOVEJSEK|1997|170.0|55.0|19.031142|0.033871|1.862891|26.84
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Maria Jose|RIBERA|1996|164.0|56.0|20.82094|0.030905|1.730703|28.89
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Liliana|SZILAGYI|1996|175.0|62.0|20.244898|0.030386|1.883949|26.54
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Talita|BAQLAH|1995|172.0|62.0|20.957274|0.027609|1.711743|29.21
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Katerine|SAVARD|1993|167.0|54.0|19.362473|0.035395|1.911315|26.16
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Gessica|STAGNO|1993|158.0|60.0|24.03461|0.027815|1.668892|29.96
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Sarah|SJOSTROM|1993|182.0|75.0|22.642193|0.026582|1.99362|25.08
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Karen|TORREZ|1992|165.0|59.0|21.671258|0.030605|1.805706|27.69
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Melanie|HENIQUE|1992|172.0|60.0|20.281233|0.032002|1.920123|26.04
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Ana|NOBREGA|1990|170.0|60.0|20.761246|0.028432|1.705902|29.31
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Mary Laura|MEZA|1990|163.0|54.0|20.324438|0.033081|1.786352|27.99
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Kimberly|BUYS|1989|187.0|75.0|21.447568|0.02577|1.932741|25.87
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Ying|LU|1989|175.0|65.0|21.22449|0.02999|1.949318|25.65
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Hannah|MILEY|1989|165.0|53.0|19.467401|0.033537|1.777462|28.13
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Elsie|UWAMAHORO|1988|165.0|54.0|19.834711|0.02376|1.283038|38.97
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Jeanette|OTTESEN|1987|180.0|72.0|22.222222|0.027351|1.969279|25.39
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Aleksandra|URBANCZYK|1987|172.0|64.0|21.633315|0.030246|1.935734|25.83
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|14|50|FLY|PRE|F|Inge|DEKKER|1985|183.0|67.0|20.006569|0.02914|1.952362|25.61
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|140|200|BACK|FIN|M|Radoslaw|KAWECKI|1991|189.0|76.0|21.276|0.024507|1.862544|107.38
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|140|200|BACK|FIN|M|Ryosuke|IRIE|1990|178.0|64.0|20.19947|0.02873|1.838742|108.77000000000001
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|140|200|BACK|FIN|M|Omar Andres|PINZON GARCIA|1989|184.0|82.0|24.220227|0.021997|1.803752|110.88
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|141|200|BREAST|FIN|F|Kanako|WATANABE|1996|167.0|60.0|21.513859|0.024345|1.460707|136.92000000000002
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|142|200|FLY|FIN|M|Daiya|SETO|1994|174.0|75.0|24.772097|0.024483|1.83621|108.92
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|142|200|FLY|FIN|M|Grant|IRVINE|1991|187.0|80.0|22.877406|0.022185|1.77478|112.69
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|143|200|FREE|FIN|F|Charlotte|BONNET|1995|175.0|64.0|20.897959|0.027407|1.754078|114.02000000000001
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|143|200|FREE|FIN|F|Sarah|SJOSTROM|1993|182.0|75.0|22.642193|0.024072|1.80538|110.78
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|143|200|FREE|FIN|F|Veronika|POPOVA|1991|182.0|68.0|20.528922|0.026065|1.772421|112.84
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|143|200|FREE|FIN|F|Shannon|VREELAND|1991|188.0|79.0|22.351743|0.022153|1.750088|114.28
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|143|200|FREE|FIN|F|Evelin|VERRASZTO|1989|174.0|60.0|19.817677|0.028968|1.738072|115.07
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|143|200|FREE|FIN|F|Femke|HEEMSKERK|1987|180.0|68.0|20.987654|0.026333|1.790671|111.69
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Ziao|QIU|1998|182.0|67.0|20.227026|0.025458|1.705689|879.41
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Pol|ARIAS DOURDET|1996|175.0|80.0|26.122449|0.01983|1.586362|945.56
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Felix|AUBOECK|1996|198.0|85.0|21.681461|0.019387|1.647899|910.25
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Jan|MICKA|1995|183.0|76.0|22.694019|0.022389|1.701568|881.54
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Gabriele|DETTI|1994|184.0|79.0|23.334121|0.021826|1.724257|869.94
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Filip|ZABOROWSKI|1994|188.0|77.0|21.785876|0.021211|1.63324|918.42
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Sergii|FROLOV|1992|190.0|76.0|21.052632|0.022185|1.686056|889.65
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Martin|NAIDICH|1990|185.0|74.0|21.621622|0.022651|1.676146|894.91
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Ryan|COCHRANE|1988|192.0|80.0|21.701389|0.021718|1.737418|863.35
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Mads|GLAESNER|1988|191.0|81.0|22.203339|0.020972|1.698716|883.02
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Michael|KLUEH|1987|190.0|81.0|22.437673|0.020693|1.676165|894.9
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|146|1500|FREE|FHT|M|Oussama|MELLOULI|1984|192.0|84.0|22.786458|0.020793|1.746644|858.79
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Nikolas|SYLVESTER|2000|173.0|68.0|22.720438|0.02933|1.994416|25.07
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Noah|MASCOLL-GOMES|1999|165.0|63.0|23.140496|0.032262|2.03252|24.6
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Mikel|SCHREUDERS|1998|189.0|90.0|25.195263|0.024029|2.16263|23.12
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Kamran|JAFAROV|1998|193.0|77.0|20.671696|0.025707|1.979414|25.26
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Alex|SOBERS|1998|181.0|72.0|21.977351|0.0278|2.001601|24.98
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Ahmed|BOURHAN ALWAN|1998|175.0|65.0|21.22449|0.023553|1.530925|32.66
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Kwesi Abbiw|JACKSON|1998|170.0|68.0|23.529412|0.028611|1.945525|25.7
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Brandon|SCHUSTER|1998|189.0|80.0|22.39579|0.024723|1.977848|25.28
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|David|VAN DER COLFF|1997|156.0|55.0|22.600263|0.038342|2.108815|23.71
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Christian|NIKLES|1997|176.0|74.0|23.889463|0.027289|2.019386|24.76
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Corey|OLLIVIERRE|1997|183.0|73.0|21.798202|0.026755|1.953125|25.6
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Dean|HOFFMAN|1997|189.0|77.0|21.555947|0.026515|2.04165|24.49
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Tongli|PANUVE|1997|180.0|84.0|25.925926|0.022445|1.88537|26.52
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Huseyin Emre|SAKCI|1997|202.99999999999997|89.0|21.597224|0.025024|2.227171|22.45
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Peter|WETZLAR|1997|191.0|75.0|20.558647|0.029036|2.1777|22.96
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Vahan|MKHITARYAN|1996|186.0|92.0|26.59267|0.023629|2.173913|23.0
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Billy-Scott|IRAKOZE|1996|192.0|78.0|21.158854|0.023724|1.850481|27.02
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Hexin|YU|1996|194.0|87.0|23.116165|0.026029|2.264493|22.08
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Oumar|TOURE|1996|159.0|57.0|22.546576|0.037343|2.128565|23.49
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Julien|HENX|1995|182.0|70.0|21.132713|0.032233|2.256318|22.16
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Matthew|ZAMMIT|1995|184.0|83.0|24.515595|0.026456|2.195872|22.77
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Cameron|MCEVOY|1994|185.0|75.0|21.913806|0.031008|2.325581|21.5
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Benjamin|PROUD|1994|189.0|92.0|25.755158|0.025255|2.32342|21.52
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Chun Nam Derick|NG|1994|179.0|72.0|22.471209|0.03005|2.163566|23.11
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Tadas|DUSKINAS|1994|178.0|80.0|25.249337|0.02779|2.22321|22.49
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Clement|MIGNON|1993|188.0|82.0|23.200543|0.028533|2.339729|21.37
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Giordan|HARRIS|1993|185.0|99.0|28.926224|0.020267|2.006421|24.92
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Jasper|AERENTS|1992|191.0|86.0|23.573915|0.026879|2.311604|21.63
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Robel Kiros|HABTE|1992|176.0|81.0|26.149277|0.022054|1.786352|27.99
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Dionisio|AUGUSTINE|1992|162.0|65.0|24.767566|0.028832|1.874063|26.68
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Kevin|AVILA|1992|190.0|80.0|22.160665|0.026405|2.112379|23.67
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Marius|RADU|1992|194.0|85.0|22.584759|0.026449|2.248201|22.24
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Vladimir|MOROZOV|1992|185.0|83.0|24.251278|0.028577|2.371917|21.08
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Kuo-Chi|CHANG|1992|200.0|80.0|20.0|0.02784|2.227171|22.45
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Cristian|QUINTERO|1992|195.0|90.0|23.668639|0.025661|2.309469|21.65
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Shinri|SHIOURA|1991|188.0|90.0|25.464011|0.026144|2.352941|21.25
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Bradley|VINCENT|1991|195.0|89.0|23.405654|0.024101|2.145002|23.31
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Federico|GRABICH|1990|193.0|92.0|24.69865|0.024592|2.262443|22.1
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Luca|DOTTO|1990|192.0|80.0|21.701389|0.028815|2.30521|21.69
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Francois|HEERSBRANDT|1989|179.0|76.0|23.719609|0.030671|2.331002|21.45
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Brett|FRASER|1989|188.0|84.0|23.76641|0.02733|2.295684|21.78
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Hanser|GARCIA HERNANDEZ|1988|194.0|82.0|21.78765|0.027628|2.265519|22.07
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Abdoul Khadre Mbaye|NIANE|1988|190.0|90.0|24.930748|0.023905|2.151463|23.24
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Matthew|ABOOD|1986|197.0|92.0|23.705841|0.025325|2.329916|21.46
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|15|50|FREE|PRE|M|Batsaikhan|DULGUUN|1986|190.0|70.0|19.390582|0.029504|2.065262|24.21
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Samantha|ROBERTS|2000|171.0|55.0|18.809206|0.025214|1.38677|72.11
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Lauren|HEW|1999|168.0|52.0|18.424036|0.02901|1.508523|66.29
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Sezin|ELIGUL|1999|173.0|54.0|18.042701|0.028499|1.538935|64.98
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Lena|KREUNDL|1997|174.0|69.0|22.790329|0.023991|1.655355|60.41
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Ruta|MEILUTYTE|1997|176.0|75.0|24.212293|0.022496|1.687194|59.27
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Julie|MEYNEN|1997|170.0|63.0|21.799308|0.024895|1.568381|63.76
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Matelita|BUADROMO|1996|171.0|70.0|23.93899|0.021402|1.498127|66.75
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Louise|HANSSON|1996|187.0|72.0|20.589665|0.022776|1.639882|60.98
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Siobhan-Marie|OCONNOR|1995|173.0|64.0|21.383942|0.026949|1.724733|57.98
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Lisa|ZAISER|1994|174.0|63.0|20.808561|0.026402|1.66334|60.12
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Mathilde|CINI|1994|166.0|62.0|22.499637|0.025811|1.600256|62.49
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Alessia|POLIERI|1994|163.0|55.0|20.700817|0.02904|1.597189|62.61
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Sayaka|AKASE|1994|165.0|55.0|20.20202|0.02968|1.632387|61.26
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Barbora|ZAVADOVA|1993|177.0|68.0|21.705129|0.023896|1.624959|61.54
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Karen|TORREZ|1992|165.0|59.0|21.671258|0.026124|1.541307|64.88
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Sakiko|SHIMIZU|1992|156.0|50.0|20.545694|0.032563|1.628134|61.42
12th FINA World Swimming Championships (25m)|Doha|QAT|SCM|16|100|MEDLEY|PRE|F|Alicja|TCHORZ|1992|176.0|68.0|21.952479|0.024136|1.641228|60.93
